Order_ID;Size;Color;Order;Detail_Divan;Buyer_ID;Order_Date;Finish_Date;order_detail/information;Price;;;;;
2248;140;Abu-Abu;Tipe2;Biasa;1;2020-10-31;2020-11-07;Tipe2 Biasa 140 Abu-Abu;1100000;;;;;
2249;160;Coklat;Tipe2;Laci;3;2020-11-02;2020-11-09;Tipe2 Laci 160 Coklat;1400000;;;;;
2250;140;Abu-Abu;Tipe4;Biasa;3;2020-11-02;2020-11-09;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
2251;120;Hitam;Tipe1;Biasa;3;2020-11-02;2020-11-09;Tipe1 Biasa 120 Hitam;700000;;;;;
2252;160;Abu-Abu;Tipe4;Biasa;3;2020-11-02;2020-11-09;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
2253;160;Pink;Tipe1;Laci;3;2020-11-02;2020-11-09;Tipe1 Laci 160 Pink;1000000;;;;;
2254;180;Merah;Tipe1;Biasa;3;2020-11-02;2020-11-09;Tipe1 Biasa 180 Merah;700000;;;;;
2255;160;Coklat;Tipe4;Biasa;3;2020-11-02;2020-11-09;Tipe4 Biasa 160 Coklat;1300000;;;;;
2256;160;Abu-Abu;Tipe1;Biasa;2;2020-11-04;2020-11-11;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
2257;120;Hitam;Tipe3;Biasa;2;2020-11-04;2020-11-11;Tipe3 Biasa 120 Hitam;1200000;;;;;
2258;160;Hitam;Tipe1;Biasa;2;2020-11-04;2020-11-11;Tipe1 Biasa 160 Hitam;700000;;;;;
2259;160;Pink;Tipe1;Biasa;2;2020-11-04;2020-11-11;Tipe1 Biasa 160 Pink;700000;;;;;
2260;160;Abu-Abu;Tipe3;Biasa;2;2020-11-04;2020-11-11;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
2261;160;Coklat;Tipe2;Biasa;2;2020-11-04;2020-11-11;Tipe2 Biasa 160 Coklat;1100000;;;;;
2262;140;Pink;Tipe3;Biasa;2;2020-11-04;2020-11-11;Tipe3 Biasa 140 Pink;1200000;;;;;
2263;180;Abu-Abu;Tipe3;Biasa;2;2020-11-04;2020-11-11;Tipe3 Biasa 180 Abu-Abu;1200000;;;;;
2264;140;Merah;Tipe3;Biasa;2;2020-11-04;2020-11-11;Tipe3 Biasa 140 Merah;1200000;;;;;
2265;120;Hitam;Tipe2;Biasa;2;2020-11-04;2020-11-11;Tipe2 Biasa 120 Hitam;1100000;;;;;
2266;120;Coklat;Tipe2;Biasa;2;2020-11-06;2020-11-13;Tipe2 Biasa 120 Coklat;1100000;;;;;
2267;160;Pink;Tipe1;Permata;2;2020-11-06;2020-11-13;Tipe1 Permata 160 Pink;1300000;;;;;
2268;160;Pink;Tipe1;Biasa;2;2020-11-06;2020-11-13;Tipe1 Biasa 160 Pink;700000;;;;;
2269;120;Abu-Abu;Tipe2;Biasa;2;2020-11-06;2020-11-13;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
2270;160;Coklat;Tipe3;Biasa;2;2020-11-06;2020-11-13;Tipe3 Biasa 160 Coklat;1200000;;;;;
2271;120;Hitam;Tipe1;Biasa;2;2020-11-06;2020-11-13;Tipe1 Biasa 120 Hitam;700000;;;;;
2272;160;Abu-Abu;Tipe1;Laci;2;2020-11-06;2020-11-13;Tipe1 Laci 160 Abu-Abu;1000000;;;;;
2273;160;Merah;Tipe3;Biasa;2;2020-11-06;2020-11-13;Tipe3 Biasa 160 Merah;1200000;;;;;
2274;160;Coklat;Tipe2;Biasa;5;2020-11-08;2020-11-15;Tipe2 Biasa 160 Coklat;1100000;;;;;
2275;140;Coklat;Tipe3;Biasa;5;2020-11-08;2020-11-15;Tipe3 Biasa 140 Coklat;1200000;;;;;
2276;120;Hitam;Tipe2;Laci;5;2020-11-08;2020-11-15;Tipe2 Laci 120 Hitam;1400000;;;;;
2277;120;Hitam;Tipe3;Biasa;5;2020-11-08;2020-11-15;Tipe3 Biasa 120 Hitam;1200000;;;;;
2278;120;Coklat;Tipe1;Biasa;5;2020-11-08;2020-11-15;Tipe1 Biasa 120 Coklat;700000;;;;;
2279;160;Abu-Abu;Tipe2;Biasa;5;2020-11-08;2020-11-15;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
2280;180;Merah;Tipe1;Biasa;5;2020-11-08;2020-11-15;Tipe1 Biasa 180 Merah;700000;;;;;
2281;160;Pink;Tipe1;Biasa;5;2020-11-08;2020-11-15;Tipe1 Biasa 160 Pink;700000;;;;;
2282;180;Hitam;Tipe1;Biasa;5;2020-11-08;2020-11-15;Tipe1 Biasa 180 Hitam;700000;;;;;
2283;120;Abu-Abu;Tipe4;Biasa;5;2020-11-08;2020-11-15;Tipe4 Biasa 120 Abu-Abu;1300000;;;;;
2284;160;Merah;Tipe3;Biasa;5;2020-11-08;2020-11-15;Tipe3 Biasa 160 Merah;1200000;;;;;
2285;160;Coklat;Tipe2;Laci;5;2020-11-08;2020-11-15;Tipe2 Laci 160 Coklat;1400000;;;;;
2286;140;Abu-Abu;Tipe3;Biasa;5;2020-11-08;2020-11-15;Tipe3 Biasa 140 Abu-Abu;1200000;;;;;
2287;180;Merah;Tipe1;Laci;5;2020-11-11;2020-11-18;Tipe1 Laci 180 Merah;1000000;;;;;
2288;120;Hitam;Tipe1;Biasa;5;2020-11-11;2020-11-18;Tipe1 Biasa 120 Hitam;700000;;;;;
2289;160;Coklat;Tipe1;Biasa;5;2020-11-11;2020-11-18;Tipe1 Biasa 160 Coklat;700000;;;;;
2290;160;Hitam;Tipe4;Biasa;5;2020-11-11;2020-11-18;Tipe4 Biasa 160 Hitam;1300000;;;;;
2291;140;Hitam;Tipe3;Biasa;5;2020-11-11;2020-11-18;Tipe3 Biasa 140 Hitam;1200000;;;;;
2292;160;Pink;Tipe1;Biasa;5;2020-11-11;2020-11-18;Tipe1 Biasa 160 Pink;700000;;;;;
2293;140;Pink;Tipe3;Biasa;5;2020-11-11;2020-11-18;Tipe3 Biasa 140 Pink;1200000;;;;;
2294;180;Pink;Tipe4;Laci;5;2020-11-11;2020-11-18;Tipe4 Laci 180 Pink;1600000;;;;;
2295;180;Coklat;Tipe2;Biasa;5;2020-11-11;2020-11-18;Tipe2 Biasa 180 Coklat;1100000;;;;;
2296;160;Abu-Abu;Tipe1;Biasa;7;2020-11-13;2020-11-20;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
2297;120;Abu-Abu;Tipe1;Biasa;7;2020-11-13;2020-11-20;Tipe1 Biasa 120 Abu-Abu;700000;;;;;
2298;120;Hitam;Tipe1;Biasa;7;2020-11-13;2020-11-20;Tipe1 Biasa 120 Hitam;700000;;;;;
2299;160;Coklat;Tipe1;Biasa;7;2020-11-13;2020-11-20;Tipe1 Biasa 160 Coklat;700000;;;;;
2300;160;Hitam;Tipe4;Biasa;7;2020-11-13;2020-11-20;Tipe4 Biasa 160 Hitam;1300000;;;;;
2301;180;Hitam;Tipe2;Biasa;7;2020-11-13;2020-11-20;Tipe2 Biasa 180 Hitam;1100000;;;;;
2302;160;Merah;Tipe4;Biasa;7;2020-11-13;2020-11-20;Tipe4 Biasa 160 Merah;1300000;;;;;
2303;140;Hitam;Tipe3;Laci;7;2020-11-13;2020-11-20;Tipe3 Laci 140 Hitam;1500000;;;;;
2304;180;Hitam;Tipe1;Laci;7;2020-11-13;2020-11-20;Tipe1 Laci 180 Hitam;1000000;;;;;
2305;160;Hitam;Tipe1;Biasa;7;2020-11-13;2020-11-20;Tipe1 Biasa 160 Hitam;700000;;;;;
2306;160;Hitam;Tipe3;Biasa;7;2020-11-13;2020-11-20;Tipe3 Biasa 160 Hitam;1200000;;;;;
2307;120;Hitam;Tipe2;Laci;7;2020-11-15;2020-11-22;Tipe2 Laci 120 Hitam;1400000;;;;;
2308;180;Coklat;Tipe4;Biasa;7;2020-11-15;2020-11-22;Tipe4 Biasa 180 Coklat;1300000;;;;;
2309;120;Hitam;Tipe2;Biasa;7;2020-11-15;2020-11-22;Tipe2 Biasa 120 Hitam;1100000;;;;;
2310;160;Coklat;Tipe3;Biasa;7;2020-11-15;2020-11-22;Tipe3 Biasa 160 Coklat;1200000;;;;;
2311;180;Hitam;Tipe2;Biasa;7;2020-11-15;2020-11-22;Tipe2 Biasa 180 Hitam;1100000;;;;;
2312;160;Abu-Abu;Tipe1;Biasa;7;2020-11-15;2020-11-22;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
2313;120;Hitam;Tipe4;Biasa;7;2020-11-15;2020-11-22;Tipe4 Biasa 120 Hitam;1300000;;;;;
2314;160;Hitam;Tipe3;Biasa;7;2020-11-15;2020-11-22;Tipe3 Biasa 160 Hitam;1200000;;;;;
2315;180;Coklat;Tipe1;Biasa;7;2020-11-15;2020-11-22;Tipe1 Biasa 180 Coklat;700000;;;;;
2316;180;Merah;Tipe4;Permata;7;2020-11-15;2020-11-22;Tipe4 Permata 180 Merah;1900000;;;;;
2317;140;Coklat;Tipe1;Biasa;7;2020-11-15;2020-11-22;Tipe1 Biasa 140 Coklat;700000;;;;;
2318;120;Hitam;Tipe2;Biasa;7;2020-11-15;2020-11-22;Tipe2 Biasa 120 Hitam;1100000;;;;;
2319;160;Coklat;Tipe1;Permata;5;2020-11-18;2020-11-25;Tipe1 Permata 160 Coklat;1300000;;;;;
2320;160;Hitam;Tipe3;Biasa;5;2020-11-18;2020-11-25;Tipe3 Biasa 160 Hitam;1200000;;;;;
2321;180;Hitam;Tipe3;Biasa;5;2020-11-18;2020-11-25;Tipe3 Biasa 180 Hitam;1200000;;;;;
2322;160;Hitam;Tipe1;Laci;5;2020-11-18;2020-11-25;Tipe1 Laci 160 Hitam;1000000;;;;;
2323;180;Coklat;Tipe2;Biasa;5;2020-11-18;2020-11-25;Tipe2 Biasa 180 Coklat;1100000;;;;;
2324;160;Hitam;Tipe2;Biasa;5;2020-11-18;2020-11-25;Tipe2 Biasa 160 Hitam;1100000;;;;;
2325;160;Hitam;Tipe2;Biasa;5;2020-11-18;2020-11-25;Tipe2 Biasa 160 Hitam;1100000;;;;;
2326;120;Hitam;Tipe1;Biasa;5;2020-11-18;2020-11-25;Tipe1 Biasa 120 Hitam;700000;;;;;
2327;180;Coklat;Tipe3;Biasa;5;2020-11-18;2020-11-25;Tipe3 Biasa 180 Coklat;1200000;;;;;
2328;120;Abu-Abu;Tipe2;Biasa;5;2020-11-18;2020-11-25;Tipe2 Biasa 120 Abu-Abu;1100000;;;;;
2329;160;Abu-Abu;Tipe3;Biasa;5;2020-11-20;2020-11-27;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
2330;160;Hitam;Tipe1;Biasa;5;2020-11-20;2020-11-27;Tipe1 Biasa 160 Hitam;700000;;;;;
2331;160;Hitam;Tipe3;Biasa;5;2020-11-20;2020-11-27;Tipe3 Biasa 160 Hitam;1200000;;;;;
2332;140;Coklat;Tipe1;Laci;5;2020-11-20;2020-11-27;Tipe1 Laci 140 Coklat;1000000;;;;;
2333;160;Hitam;Tipe1;Biasa;5;2020-11-20;2020-11-27;Tipe1 Biasa 160 Hitam;700000;;;;;
2334;140;Hitam;Tipe1;Permata;5;2020-11-20;2020-11-27;Tipe1 Permata 140 Hitam;1300000;;;;;
2335;140;Merah;Tipe3;Biasa;2;2020-11-22;2020-11-29;Tipe3 Biasa 140 Merah;1200000;;;;;
2336;180;Hitam;Tipe2;Biasa;2;2020-11-22;2020-11-29;Tipe2 Biasa 180 Hitam;1100000;;;;;
2337;160;Hitam;Tipe2;Biasa;2;2020-11-22;2020-11-29;Tipe2 Biasa 160 Hitam;1100000;;;;;
2338;160;Hitam;Tipe1;Biasa;2;2020-11-22;2020-11-29;Tipe1 Biasa 160 Hitam;700000;;;;;
2339;160;Pink;Tipe4;Biasa;2;2020-11-22;2020-11-29;Tipe4 Biasa 160 Pink;1300000;;;;;
2340;160;Hitam;Tipe4;Biasa;2;2020-11-22;2020-11-29;Tipe4 Biasa 160 Hitam;1300000;;;;;
2341;180;Hitam;Tipe1;Biasa;2;2020-11-22;2020-11-29;Tipe1 Biasa 180 Hitam;700000;;;;;
2342;120;Pink;Tipe1;Biasa;2;2020-11-22;2020-11-29;Tipe1 Biasa 120 Pink;700000;;;;;
2343;160;Coklat;Tipe2;Biasa;2;2020-11-22;2020-11-29;Tipe2 Biasa 160 Coklat;1100000;;;;;
2344;160;Coklat;Tipe3;Biasa;2;2020-11-22;2020-11-29;Tipe3 Biasa 160 Coklat;1200000;;;;;
2345;160;Hitam;Tipe3;Biasa;2;2020-11-22;2020-11-29;Tipe3 Biasa 160 Hitam;1200000;;;;;
2346;140;Pink;Tipe1;Biasa;2;2020-11-22;2020-11-29;Tipe1 Biasa 140 Pink;700000;;;;;
2347;160;Abu-Abu;Tipe1;Biasa;2;2020-11-22;2020-11-29;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
2348;160;Coklat;Tipe4;Biasa;2;2020-11-22;2020-11-29;Tipe4 Biasa 160 Coklat;1300000;;;;;
2349;160;Coklat;Tipe2;Laci;2;2020-11-22;2020-11-29;Tipe2 Laci 160 Coklat;1400000;;;;;
2350;120;Coklat;Tipe3;Biasa;2;2020-11-22;2020-11-29;Tipe3 Biasa 120 Coklat;1200000;;;;;
2351;160;Coklat;Tipe4;Biasa;1;2020-11-25;2020-12-02;Tipe4 Biasa 160 Coklat;1300000;;;;;
2352;120;Hitam;Tipe1;Biasa;1;2020-11-25;2020-12-02;Tipe1 Biasa 120 Hitam;700000;;;;;
2353;120;Hitam;Tipe1;Biasa;1;2020-11-25;2020-12-02;Tipe1 Biasa 120 Hitam;700000;;;;;
2354;140;Coklat;Tipe3;Biasa;1;2020-11-25;2020-12-02;Tipe3 Biasa 140 Coklat;1200000;;;;;
2355;180;Merah;Tipe2;Biasa;1;2020-11-25;2020-12-02;Tipe2 Biasa 180 Merah;1100000;;;;;
2356;120;Pink;Tipe1;Biasa;1;2020-11-25;2020-12-02;Tipe1 Biasa 120 Pink;700000;;;;;
2357;160;Coklat;Tipe3;Laci;1;2020-11-25;2020-12-02;Tipe3 Laci 160 Coklat;1500000;;;;;
2358;120;Hitam;Tipe2;Biasa;1;2020-11-25;2020-12-02;Tipe2 Biasa 120 Hitam;1100000;;;;;
2359;140;Hitam;Tipe1;Biasa;1;2020-11-25;2020-12-02;Tipe1 Biasa 140 Hitam;700000;;;;;
2360;120;Abu-Abu;Tipe1;Permata;1;2020-11-25;2020-12-02;Tipe1 Permata 120 Abu-Abu;1300000;;;;;
2361;180;Pink;Tipe3;Laci;1;2020-11-25;2020-12-02;Tipe3 Laci 180 Pink;1500000;;;;;
2362;160;Merah;Tipe3;Biasa;1;2020-11-25;2020-12-02;Tipe3 Biasa 160 Merah;1200000;;;;;
2363;160;Abu-Abu;Tipe2;Biasa;3;2020-11-27;2020-12-04;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
2364;180;Hitam;Tipe2;Laci;3;2020-11-27;2020-12-04;Tipe2 Laci 180 Hitam;1400000;;;;;
2365;120;Coklat;Tipe3;Biasa;3;2020-11-27;2020-12-04;Tipe3 Biasa 120 Coklat;1200000;;;;;
2366;160;Hitam;Tipe1;Biasa;3;2020-11-27;2020-12-04;Tipe1 Biasa 160 Hitam;700000;;;;;
2367;180;Coklat;Tipe3;Biasa;3;2020-11-27;2020-12-04;Tipe3 Biasa 180 Coklat;1200000;;;;;
2368;160;Hitam;Tipe1;Biasa;3;2020-11-27;2020-12-04;Tipe1 Biasa 160 Hitam;700000;;;;;
2369;120;Hitam;Tipe2;Laci;3;2020-11-27;2020-12-04;Tipe2 Laci 120 Hitam;1400000;;;;;
2370;180;Merah;Tipe4;Biasa;4;2020-11-29;2020-12-06;Tipe4 Biasa 180 Merah;1300000;;;;;
2371;160;Hitam;Tipe2;Biasa;4;2020-11-29;2020-12-06;Tipe2 Biasa 160 Hitam;1100000;;;;;
2372;160;Hitam;Tipe3;Biasa;4;2020-11-29;2020-12-06;Tipe3 Biasa 160 Hitam;1200000;;;;;
2373;160;Hitam;Tipe4;Laci;4;2020-11-29;2020-12-06;Tipe4 Laci 160 Hitam;1600000;;;;;
2374;160;Abu-Abu;Tipe3;Biasa;4;2020-11-29;2020-12-06;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
2375;180;Abu-Abu;Tipe4;Biasa;4;2020-11-29;2020-12-06;Tipe4 Biasa 180 Abu-Abu;1300000;;;;;
2376;160;Hitam;Tipe4;Biasa;4;2020-11-29;2020-12-06;Tipe4 Biasa 160 Hitam;1300000;;;;;
2377;140;Coklat;Tipe1;Biasa;4;2020-11-29;2020-12-06;Tipe1 Biasa 140 Coklat;700000;;;;;
2378;120;Abu-Abu;Tipe1;Biasa;1;2020-12-02;2020-12-09;Tipe1 Biasa 120 Abu-Abu;700000;;;;;
2379;160;Merah;Tipe1;Biasa;1;2020-12-02;2020-12-09;Tipe1 Biasa 160 Merah;700000;;;;;
2380;160;Abu-Abu;Tipe2;Biasa;1;2020-12-02;2020-12-09;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
2381;120;Hitam;Tipe3;Biasa;1;2020-12-04;2020-12-11;Tipe3 Biasa 120 Hitam;1200000;;;;;
2382;140;Coklat;Tipe2;Permata;1;2020-12-04;2020-12-11;Tipe2 Permata 140 Coklat;1700000;;;;;
2383;120;Pink;Tipe2;Biasa;1;2020-12-04;2020-12-11;Tipe2 Biasa 120 Pink;1100000;;;;;
2384;160;Hitam;Tipe1;Biasa;1;2020-12-04;2020-12-11;Tipe1 Biasa 160 Hitam;700000;;;;;
2385;140;Hitam;Tipe1;Biasa;1;2020-12-04;2020-12-11;Tipe1 Biasa 140 Hitam;700000;;;;;
2386;140;Coklat;Tipe1;Biasa;1;2020-12-04;2020-12-11;Tipe1 Biasa 140 Coklat;700000;;;;;
2387;120;Coklat;Tipe2;Biasa;1;2020-12-04;2020-12-11;Tipe2 Biasa 120 Coklat;1100000;;;;;
2388;180;Hitam;Tipe1;Laci;1;2020-12-06;2020-12-13;Tipe1 Laci 180 Hitam;1000000;;;;;
2389;160;Hitam;Tipe3;Biasa;1;2020-12-06;2020-12-13;Tipe3 Biasa 160 Hitam;1200000;;;;;
2390;120;Hitam;Tipe2;Biasa;1;2020-12-06;2020-12-13;Tipe2 Biasa 120 Hitam;1100000;;;;;
2391;140;Abu-Abu;Tipe4;Biasa;1;2020-12-06;2020-12-13;Tipe4 Biasa 140 Abu-Abu;1300000;;;;;
2392;180;Coklat;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 180 Coklat;700000;;;;;
2393;140;Merah;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 140 Merah;700000;;;;;
2394;120;Hitam;Tipe4;Laci;1;2020-12-06;2020-12-13;Tipe4 Laci 120 Hitam;1600000;;;;;
2395;160;Hitam;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 160 Hitam;700000;;;;;
2396;140;Hitam;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 140 Hitam;700000;;;;;
2397;180;Abu-Abu;Tipe4;Biasa;1;2020-12-06;2020-12-13;Tipe4 Biasa 180 Abu-Abu;1300000;;;;;
2398;160;Abu-Abu;Tipe4;Biasa;1;2020-12-06;2020-12-13;Tipe4 Biasa 160 Abu-Abu;1300000;;;;;
2399;120;Hitam;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 120 Hitam;700000;;;;;
2400;180;Hitam;Tipe4;Laci;1;2020-12-06;2020-12-13;Tipe4 Laci 180 Hitam;1600000;;;;;
2401;160;Coklat;Tipe2;Biasa;1;2020-12-06;2020-12-13;Tipe2 Biasa 160 Coklat;1100000;;;;;
2402;120;Pink;Tipe4;Biasa;1;2020-12-06;2020-12-13;Tipe4 Biasa 120 Pink;1300000;;;;;
2403;180;Hitam;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 180 Hitam;700000;;;;;
2404;160;Abu-Abu;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
2405;160;Pink;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 160 Pink;700000;;;;;
2406;160;Pink;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 160 Pink;700000;;;;;
2407;160;Abu-Abu;Tipe3;Biasa;1;2020-12-06;2020-12-13;Tipe3 Biasa 160 Abu-Abu;1200000;;;;;
2408;180;Hitam;Tipe2;Biasa;1;2020-12-06;2020-12-13;Tipe2 Biasa 180 Hitam;1100000;;;;;
2409;120;Hitam;Tipe1;Biasa;1;2020-12-06;2020-12-13;Tipe1 Biasa 120 Hitam;700000;;;;;
2410;180;Hitam;Tipe4;Laci;1;2020-12-06;2020-12-13;Tipe4 Laci 180 Hitam;1600000;;;;;
2411;160;Coklat;Tipe2;Biasa;1;2020-12-09;2020-12-16;Tipe2 Biasa 160 Coklat;1100000;;;;;
2412;180;Abu-Abu;Tipe3;Biasa;1;2020-12-09;2020-12-16;Tipe3 Biasa 180 Abu-Abu;1200000;;;;;
2413;120;Coklat;Tipe2;Biasa;1;2020-12-09;2020-12-16;Tipe2 Biasa 120 Coklat;1100000;;;;;
2414;160;Merah;Tipe3;Permata;1;2020-12-09;2020-12-16;Tipe3 Permata 160 Merah;1800000;;;;;
2415;180;Hitam;Tipe2;Laci;4;2020-12-11;2020-12-18;Tipe2 Laci 180 Hitam;1400000;;;;;
2416;140;Hitam;Tipe3;Biasa;4;2020-12-11;2020-12-18;Tipe3 Biasa 140 Hitam;1200000;;;;;
2417;160;Merah;Tipe1;Permata;4;2020-12-11;2020-12-18;Tipe1 Permata 160 Merah;1300000;;;;;
2418;120;Coklat;Tipe1;Laci;4;2020-12-11;2020-12-18;Tipe1 Laci 120 Coklat;1000000;;;;;
2419;160;Hitam;Tipe2;Biasa;4;2020-12-11;2020-12-18;Tipe2 Biasa 160 Hitam;1100000;;;;;
2420;160;Hitam;Tipe1;Biasa;4;2020-12-11;2020-12-18;Tipe1 Biasa 160 Hitam;700000;;;;;
2421;160;Merah;Tipe4;Biasa;4;2020-12-11;2020-12-18;Tipe4 Biasa 160 Merah;1300000;;;;;
2422;180;Hitam;Tipe2;Biasa;4;2020-12-11;2020-12-18;Tipe2 Biasa 180 Hitam;1100000;;;;;
2423;180;Merah;Tipe3;Biasa;4;2020-12-11;2020-12-18;Tipe3 Biasa 180 Merah;1200000;;;;;
2424;120;Abu-Abu;Tipe1;Laci;3;2020-12-13;2020-12-20;Tipe1 Laci 120 Abu-Abu;1000000;;;;;
2425;160;Hitam;Tipe1;Permata;3;2020-12-13;2020-12-20;Tipe1 Permata 160 Hitam;1300000;;;;;
2426;160;Hitam;Tipe1;Biasa;3;2020-12-13;2020-12-20;Tipe1 Biasa 160 Hitam;700000;;;;;
2427;180;Merah;Tipe3;Biasa;3;2020-12-13;2020-12-20;Tipe3 Biasa 180 Merah;1200000;;;;;
2428;120;Merah;Tipe2;Biasa;3;2020-12-13;2020-12-20;Tipe2 Biasa 120 Merah;1100000;;;;;
2429;160;Hitam;Tipe4;Biasa;3;2020-12-13;2020-12-20;Tipe4 Biasa 160 Hitam;1300000;;;;;
2430;160;Hitam;Tipe2;Biasa;3;2020-12-13;2020-12-20;Tipe2 Biasa 160 Hitam;1100000;;;;;
2431;180;Pink;Tipe1;Biasa;3;2020-12-13;2020-12-20;Tipe1 Biasa 180 Pink;700000;;;;;
2432;140;Coklat;Tipe4;Biasa;1;2020-12-16;2020-12-23;Tipe4 Biasa 140 Coklat;1300000;;;;;
2433;160;Pink;Tipe2;Biasa;1;2020-12-16;2020-12-23;Tipe2 Biasa 160 Pink;1100000;;;;;
2434;180;Coklat;Tipe4;Biasa;1;2020-12-16;2020-12-23;Tipe4 Biasa 180 Coklat;1300000;;;;;
2435;160;Coklat;Tipe1;Biasa;1;2020-12-16;2020-12-23;Tipe1 Biasa 160 Coklat;700000;;;;;
2436;140;Merah;Tipe3;Biasa;1;2020-12-16;2020-12-23;Tipe3 Biasa 140 Merah;1200000;;;;;
2437;160;Merah;Tipe1;Biasa;1;2020-12-16;2020-12-23;Tipe1 Biasa 160 Merah;700000;;;;;
2438;180;Hitam;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 180 Hitam;700000;;;;;
2439;180;Abu-Abu;Tipe2;Biasa;1;2020-12-18;2020-12-25;Tipe2 Biasa 180 Abu-Abu;1100000;;;;;
2440;120;Hitam;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 120 Hitam;700000;;;;;
2441;180;Hitam;Tipe4;Biasa;1;2020-12-18;2020-12-25;Tipe4 Biasa 180 Hitam;1300000;;;;;
2442;120;Hitam;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 120 Hitam;700000;;;;;
2443;120;Hitam;Tipe4;Laci;1;2020-12-18;2020-12-25;Tipe4 Laci 120 Hitam;1600000;;;;;
2444;120;Coklat;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 120 Coklat;700000;;;;;
2445;160;Pink;Tipe4;Biasa;1;2020-12-18;2020-12-25;Tipe4 Biasa 160 Pink;1300000;;;;;
2446;120;Merah;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 120 Merah;700000;;;;;
2447;160;Hitam;Tipe1;Biasa;1;2020-12-18;2020-12-25;Tipe1 Biasa 160 Hitam;700000;;;;;
2448;120;Hitam;Tipe2;Biasa;1;2020-12-18;2020-12-25;Tipe2 Biasa 120 Hitam;1100000;;;;;
2449;120;Abu-Abu;Tipe4;Biasa;1;2020-12-18;2020-12-25;Tipe4 Biasa 120 Abu-Abu;1300000;;;;;
2450;160;Hitam;Tipe2;Biasa;2;2020-12-20;2020-12-27;Tipe2 Biasa 160 Hitam;1100000;;;;;
2451;140;Hitam;Tipe3;Biasa;2;2020-12-20;2020-12-27;Tipe3 Biasa 140 Hitam;1200000;;;;;
2452;180;Merah;Tipe1;Biasa;2;2020-12-20;2020-12-27;Tipe1 Biasa 180 Merah;700000;;;;;
2453;140;Coklat;Tipe4;Biasa;2;2020-12-20;2020-12-27;Tipe4 Biasa 140 Coklat;1300000;;;;;
2454;160;Hitam;Tipe1;Biasa;2;2020-12-20;2020-12-27;Tipe1 Biasa 160 Hitam;700000;;;;;
2455;140;Abu-Abu;Tipe2;Permata;2;2020-12-20;2020-12-27;Tipe2 Permata 140 Abu-Abu;1700000;;;;;
2456;140;Abu-Abu;Tipe1;Biasa;2;2020-12-20;2020-12-27;Tipe1 Biasa 140 Abu-Abu;700000;;;;;
2457;160;Coklat;Tipe3;Biasa;2;2020-12-20;2020-12-27;Tipe3 Biasa 160 Coklat;1200000;;;;;
2458;120;Hitam;Tipe1;Biasa;2;2020-12-20;2020-12-27;Tipe1 Biasa 120 Hitam;700000;;;;;
2459;160;Abu-Abu;Tipe2;Biasa;2;2020-12-20;2020-12-27;Tipe2 Biasa 160 Abu-Abu;1100000;;;;;
2460;160;Hitam;Tipe3;Biasa;2;2020-12-20;2020-12-27;Tipe3 Biasa 160 Hitam;1200000;;;;;
2461;160;Hitam;Tipe2;Biasa;2;2020-12-20;2020-12-27;Tipe2 Biasa 160 Hitam;1100000;;;;;
2462;140;Hitam;Tipe2;Laci;2;2020-12-23;2020-12-30;Tipe2 Laci 140 Hitam;1400000;;;;;
2463;120;Hitam;Tipe1;Biasa;2;2020-12-23;2020-12-30;Tipe1 Biasa 120 Hitam;700000;;;;;
2464;180;Hitam;Tipe2;Laci;2;2020-12-23;2020-12-30;Tipe2 Laci 180 Hitam;1400000;;;;;
2465;160;Abu-Abu;Tipe1;Biasa;2;2020-12-23;2020-12-30;Tipe1 Biasa 160 Abu-Abu;700000;;;;;
